text,actual_label,predicted_sentiment,confidence,processing_time,timestamp
חוויה בלתי נשכחת ומרגשת,positive,negative,0.6519938057082078,0.6526901249838621,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.99,0.6663980448729097,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.6692858195428978,0.3205824608100373,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,neutral,0.4439780032504631,1.4490883331720938,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,negative,0.41060234909986065,0.11000975040951459,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,neutral,0.4553672787518506,0.11203801248584049,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,neutral,0.8004272823539155,0.7918993934179986,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.8616367777305864,0.24171832030368906,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.8938250250501458,0.7663165045388638,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.7431500994644022,0.3996588449306907,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.9046266142587162,1.0713558619282364,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,positive,0.3896648401381793,1.1632269292956807,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,negative,0.5437331189657686,0.4421141686222369,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.7475930691374398,0.16891775619884336,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.99,0.9830923095662019,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,positive,0.6030956435064667,0.68467803141065,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,neutral,0.99,0.5297579405484374,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.8605639215839171,0.7396391475709724,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,negative,0.6200373417764147,0.3432648231035164,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,positive,0.3600701861728879,0.5760694869945318,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.46588401795480083,0.9237048890173318,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,negative,0.634528953209269,0.2547396451210628,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.9029370016271102,0.30382540085662907,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.99,0.5008287740134417,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.5891766623574825,1.958844561926863,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.9780849538157778,0.13352738510820952,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.9444792380757896,0.8086693234424741,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.6603415646040829,0.014051095497583193,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.99,0.23021038257337137,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,negative,0.8418133109292258,0.11207560108980655,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.8712162436668995,0.0964002870957098,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,neutral,0.861962313765228,0.7132896477283889,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.8757199676043019,0.10337959441321012,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.99,0.2084411956445933,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,neutral,0.4804917050422607,0.2858007314545205,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,negative,0.5007803984710151,0.13589602578045826,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,negative,0.19032995095500985,0.2828273499580177,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.8162123102232428,0.593039753336383,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.5780037075734523,0.13523066332354206,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.9169157047128838,0.08550637509424026,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,neutral,0.5677724149975765,0.28028119798671697,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,positive,0.6167912682231228,0.20845627882613718,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.9584893899741929,0.23901675250084078,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.99,0.28019532814070863,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.8257940087464438,0.08315413642147317,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.9520233696163515,0.13790868157067498,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.99,0.056015141405910726,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,negative,0.7022972771067904,0.058720784034456665,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.8602037470151621,0.16502466131710963,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.8623381670282746,0.21545605079450975,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.8626707498117785,0.879404779624164,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,positive,0.6572382887484458,0.040441786055123746,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.9115015651703454,1.5869427596129484,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.99,1.333864335706295,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.9439061734658671,0.4880176411995955,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.8984733691898275,0.8207452052222234,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.9793166972799731,0.32394496914835147,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.9753214450040779,0.6173509239347444,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,negative,0.6264458671093849,0.518243980035427,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,neutral,0.6414406777271091,0.06254710659633471,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.7141063601599649,0.07908792715484492,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.99,0.404030800469109,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.528845089519058,0.17557781953550855,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.6621148323895851,0.30494820582622717,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.99,0.5082840111712902,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.9120861207547278,0.4907496412165549,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.7044950497188386,0.014689952849747234,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.7272000421752852,0.688108246214115,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,neutral,0.6711257035572864,0.08241429357617033,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,positive,0.29029224722643365,0.33293181874284894,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.8390261156086498,0.4741598084428084,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.6565132109767542,0.2034345465874387,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.9409842061185245,0.4724973463406414,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,positive,0.57632879387199,1.5999284606467172,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.9786474992136852,0.11173296576595587,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.8106710817260192,0.09546930940052548,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.7781368279480283,0.09235035520350528,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.6046934698176981,1.4716957743361971,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.7003051259834948,0.4426014225197696,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.8225677365624031,0.0866323951466861,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,negative,0.6041364660541315,0.18378207972537394,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.9466413927565668,0.15490806840376573,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.99,0.4783341376146803,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,neutral,0.4823132337508909,0.8819494703978206,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.5313829177319513,0.42759777285306355,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.99,0.9851271958336811,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.7282112067033369,0.5812255454397687,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,neutral,0.3413475066573266,2.7645023555222084,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.8753831802725219,0.7994922659312043,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,negative,0.11574962133830335,0.030812050515233686,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.99,0.21714822422040325,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.99,0.8814305088743268,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.682896471720802,0.5731654769430071,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.7604611530601479,0.3572454048243427,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.6549252061559094,0.07791025219671992,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.99,1.6612837178761417,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.8047373616182476,0.2884114356667018,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,positive,0.5883826048757502,0.6176599938342738,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,negative,0.99,1.0885425561035886,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,neutral,0.4813157326532015,0.45773388951707406,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.5926412411501075,0.3821460066424805,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,positive,0.25752218948196015,0.12357493329038007,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,negative,0.5274839640321204,0.2148300168673184,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,positive,0.8344633882398637,0.32200543305286417,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.8171942258941963,0.33850946917548697,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,neutral,0.4890437270030732,0.016595589656715645,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.762566350777229,0.5672375664291497,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.6108463690340971,0.0013164111508598639,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,positive,0.5238207571879357,0.13161028739436642,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.99,0.09876676557005216,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,negative,0.5604166611735764,0.7569458074103816,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.6101403255778579,1.1778523820802829,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.9742699344152783,1.124225445397519,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,neutral,0.4910519960961887,0.07044917249505978,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,negative,0.5796045465624107,0.4994335565127184,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.8449020013497747,0.23606978858955852,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,negative,0.5011049752450534,0.7548037957948006,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.9363113248492796,0.23266632237357643,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,neutral,0.99,0.1304372166465116,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.99,1.6552180527338483,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,neutral,0.6298263125149733,0.26993023101291125,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.99,0.48092535121938523,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.5218305209206908,0.35723862887820307,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.99,0.2357156987606407,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.857015955605951,0.22382077960029764,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.9523282945999114,0.09538211125850891,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.99,0.2878990137966641,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,negative,0.7618361677564196,0.2727743064245901,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.6380674430862289,0.8597137493125987,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,negative,0.7923941714675944,0.014517220839216805,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,neutral,0.8990059116600011,0.03957215666377045,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,neutral,0.5125895042575916,0.07127860624347351,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,neutral,0.450446754639824,0.2571673301754689,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.5329874124690037,0.36401911622844035,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,neutral,0.6698382948946331,1.2993209449554466,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,negative,0.3681853149727692,0.1035713396816609,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.8745606280208995,0.21310540052416055,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,neutral,0.46011340507377957,0.3754199359568313,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.8943160726475662,0.2720922630597069,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.8885934874774074,0.027118627602227764,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.8076887990592876,0.0798958197433512,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.9257134939961283,0.8570525024377236,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.7755892947446971,0.6362879981312655,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,positive,0.576443541841126,0.220674553460894,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.9177584085614099,0.1006070460212907,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.9779695536459018,1.359455544019975,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.5669395598803144,0.20503351494052408,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.99,0.49007681052040286,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.9141082750193403,0.3978783817403152,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.8615870870886899,0.230127632228058,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,neutral,0.363519511636078,1.446737309976285,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.7305648779329748,0.274698538187102,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.99,0.6413466966179374,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.880394004251354,0.04195443226503023,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.8465851552963455,0.04192494840737442,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.695748830273817,0.3045102810866832,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.7784461799050436,0.5941940528931271,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.99,0.600132385302843,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,neutral,0.5838363058727426,0.24672028666547446,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,positive,0.8181763016638968,0.021239436198552498,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.7703340495753443,0.5279158005614404,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,negative,0.6510298069238167,0.3743440121867816,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.8610693734517944,0.6286182721405913,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.944783810260121,0.09275589119199665,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.99,0.6008370219886455,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.9312674349532128,0.2919241173303811,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.9502486100765886,0.658292409507878,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,neutral,0.99,0.8903743012531902,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.6826597851519841,0.5335146699361425,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.8054341497521653,0.14354230257252712,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.8609256906520186,0.26958836342482984,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.917450811550344,0.19222928418930266,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.6848102160129843,0.028777420590844552,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.99,0.23765145656371747,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.96463732287121,0.5693331806004066,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.9208194721434645,0.23332732557935007,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,neutral,0.6323308833194343,1.1007065709096506,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,negative,0.7136259290760439,1.7717521454646867,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.9754644826095282,0.23733737485992967,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.99,0.5701558046762665,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,negative,0.6178616961706292,0.19958055624268395,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.7692323220657409,1.3242442546340545,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.99,0.20300171035260792,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.826203766464775,0.03617355176629223,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.9102686578625678,0.9501249556289297,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,neutral,0.5825882375436928,0.776732915237335,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,neutral,0.7677519539455856,2.033031750660655,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,negative,0.9801411668609284,0.009288995835056315,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,negative,0.7743250309183509,0.34670259098595635,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.759334969500614,0.5368690521260492,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.99,0.05374467285882242,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.7765869775182203,0.3114406477746502,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.7323934397067601,1.080588048395543,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.7772478154099285,0.0703590987330346,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.636360039805288,0.42552942613846884,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.9518299384787604,0.036771835853138805,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.8391252743324676,0.5727044726118866,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,positive,0.533058642966295,0.10641073854530286,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.9837720038871907,0.03796936188675192,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,neutral,0.5269076569120181,0.021264670521978665,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,positive,0.7635300014992618,0.527924127992337,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,negative,0.6679995362512786,0.4999181330004077,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,positive,0.5268020168427682,2.515676869840789,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.8295674302876376,0.36023794718007024,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,negative,0.8068933773061868,0.16490884821998933,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,negative,0.99,0.07629704614954562,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,positive,0.8566753092021606,0.8920971937871616,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.99,0.2380685363577977,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,neutral,0.4139808982879798,0.7249383816911944,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.9171502297673716,0.19020935504171135,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,neutral,0.27100672152430916,0.17396427597215453,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.9102599103680616,0.8115186803801728,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,positive,0.99,2.3648791937550495,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,negative,0.8074432102280367,0.20406580961987958,2025-07-11 15:18:23.345690
התנסות מדהימה שאמליץ לכולם,positive,positive,0.6309012946187581,0.072651522482017,2025-07-11 15:18:23.345690
"בסדר גמור, כמו בכל מקום",neutral,neutral,0.99,0.21874943964241608,2025-07-11 15:18:23.345690
מרוצה מאוד מהרכישה,positive,positive,0.8062992444653513,0.07341753014892907,2025-07-11 15:18:23.345690
"אכזבה גדולה, ציפיתי להרבה יותר",negative,positive,0.5909455195981842,0.7847441947827934,2025-07-11 15:18:23.345690
שירות מעולה וצוות מקצועי,positive,positive,0.7290578286538567,0.02878663052680478,2025-07-11 15:18:23.345690
לא שווה את המחיר בכלל,negative,negative,0.5038387754744613,0.09610053543313818,2025-07-11 15:18:23.345690
חוויה בלתי נשכחת ומרגשת,positive,negative,0.737754088933463,1.357463656276249,2025-07-11 15:18:23.345690
"ממוצע, יש טובים יותר",neutral,neutral,0.980823932601958,0.7763122307542266,2025-07-11 15:18:23.345690
איכות גבוהה במחיר הוגן,positive,negative,0.7051755268200152,0.35513056617269684,2025-07-11 15:18:23.345690
השירות היה איטי ולא יעיל,negative,negative,0.8372271354887052,0.3418631696984033,2025-07-11 15:18:23.345690
מקום מקסים עם אווירה נעימה,positive,positive,0.8847635971967333,0.09128128992125085,2025-07-11 15:18:23.345690
לא הייתי חוזר שוב,negative,neutral,0.6485789105826898,0.1430690565456014,2025-07-11 15:18:23.345690
המלצה חמה לכל מי שמחפש איכות,positive,neutral,0.677164784603044,1.8837737446737435,2025-07-11 15:18:23.345690
הסרט הזה היה פשוט נהדר! נהניתי מכל רגע,positive,positive,0.99,0.6464433638767219,2025-07-11 15:18:23.345690
"לא מרוצה בכלל מהשירות, ממש מאכזב",negative,positive,0.7649007810370329,0.30200290951343545,2025-07-11 15:18:23.345690
"חוויה בסדר, לא משהו מיוחד אבל גם לא גרוע",neutral,neutral,0.9688531645351354,0.3418130716391334,2025-07-11 15:18:23.345690
הטעם היה מעולה והמלצרית מקסימה,positive,positive,0.8745866711287477,0.2008703571738805,2025-07-11 15:18:23.345690
"גרוע מאוד, בזבוז כסף וזמן",negative,negative,0.6409694590513144,1.0716306668212523,2025-07-11 15:18:23.345690
מקום נחמד לבלות עם המשפחה,positive,negative,0.6522922430662348,0.279268558768812,2025-07-11 15:18:23.345690
איכות ירודה ושירות לקוי,negative,neutral,0.2388169720221496,2.6272378940823424,2025-07-11 15:18:23.345690
